age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
50,blue-collar,married,primary,no,12519,yes,no,cellular,17.0,apr,146,2.0,147,4,success,0
32,services,single,secondary,no,2881,no,no,cellular,2.0,jul,356,1.0,-1,0,unknown,1
42,blue-collar,married,primary,no,0,yes,no,cellular,17.0,jul,71,1.0,-1,0,unknown,0
31,admin.,married,secondary,no,88,yes,yes,cellular,8.0,aug,189,2.0,-1,0,unknown,0
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28.0,may,251,1.0,-1,0,unknown,0
36,technician,divorced,tertiary,no,119,no,no,cellular,23.0,jul,127,8.0,-1,0,unknown,0
51,unemployed,single,tertiary,no,1594,no,no,telephone,4.0,feb,197,1.0,-1,0,unknown,0
46,technician,married,tertiary,no,342,yes,yes,cellular,5.0,may,84,1.0,-1,0,unknown,0
50,services,single,secondary,no,72,no,no,unknown,8.0,may,141,2.0,-1,0,unknown,0
32,blue-collar,married,secondary,no,14,yes,no,unknown,2.0,jun,171,1.0,-1,0,unknown,0
26,entrepreneur,single,tertiary,no,81,no,no,cellular,21.0,jul,262,3.0,-1,0,unknown,0
41,self-employed,married,tertiary,no,231,no,no,cellular,7.0,aug,352,2.0,-1,0,unknown,1
39,technician,married,tertiary,no,1161,yes,no,cellular,9.0,apr,236,1.0,336,1,failure,0
31,blue-collar,married,secondary,no,-45,yes,no,unknown,2.0,jun,184,1.0,-1,0,unknown,0
28,management,single,tertiary,no,231,yes,yes,cellular,25.0,jul,568,2.0,-1,0,unknown,0
31,management,single,secondary,no,36,no,no,cellular,27.0,aug,105,2.0,-1,0,unknown,0
30,technician,married,tertiary,no,1570,yes,no,cellular,26.0,may,260,1.0,-1,0,unknown,0
35,technician,married,tertiary,no,7050,no,no,cellular,11.0,aug,222,3.0,182,4,success,1
33,blue-collar,married,primary,no,3704,yes,no,unknown,6.0,jun,447,2.0,-1,0,unknown,0
30,technician,single,tertiary,no,6619,yes,no,cellular,21.0,aug,239,8.0,-1,0,unknown,0
32,blue-collar,single,secondary,no,-84,yes,no,cellular,11.0,may,426,1.0,-1,0,unknown,0
40,management,single,tertiary,no,1509,no,no,cellular,12.0,may,333,1.0,58,3,failure,0
31,self-employed,married,tertiary,no,1134,no,no,cellular,6.0,feb,174,2.0,-1,0,unknown,0
36,technician,married,secondary,no,146,yes,yes,unknown,15.0,may,284,2.0,-1,0,unknown,0
33,management,single,tertiary,no,9449,yes,no,cellular,8.0,may,428,1.0,-1,0,unknown,0
57,retired,married,secondary,no,374,yes,yes,cellular,16.0,jul,236,1.0,-1,0,unknown,0
45,technician,married,secondary,no,88,no,no,cellular,29.0,aug,150,2.0,-1,0,unknown,0
59,management,married,tertiary,no,2764,no,no,cellular,24.0,dec,237,1.0,206,2,failure,0
30,management,single,tertiary,no,2,yes,yes,cellular,25.0,jul,1031,8.0,-1,0,unknown,1
33,technician,married,tertiary,no,8023,no,no,cellular,30.0,nov,107,1.0,105,3,failure,0
52,blue-collar,married,secondary,no,289,yes,no,unknown,21.0,may,45,13.0,-1,0,unknown,0
83,retired,married,secondary,no,0,no,no,cellular,18.0,mar,140,10.0,-1,0,unknown,0
58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9.0,jun,700,1.0,-1,0,unknown,1
33,management,divorced,tertiary,yes,280,no,yes,cellular,18.0,nov,155,1.0,-1,0,unknown,0
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3.0,jun,211,5.0,-1,0,unknown,0
31,self-employed,married,secondary,no,33,no,no,cellular,6.0,aug,165,4.0,-1,0,unknown,0
35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10.0,jul,144,5.0,-1,0,unknown,0
27,management,single,tertiary,no,703,yes,no,unknown,5.0,jun,590,3.0,-1,0,unknown,1
57,admin.,divorced,unknown,no,887,no,no,unknown,20.0,jun,43,8.0,-1,0,unknown,0
56,unknown,married,unknown,no,0,no,no,unknown,20.0,jun,471,2.0,-1,0,unknown,0
53,admin.,single,secondary,no,1178,yes,no,unknown,15.0,may,295,2.0,-1,0,unknown,0
39,management,married,tertiary,no,2763,yes,no,unknown,2.0,jun,526,2.0,-1,0,unknown,1
32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28.0,aug,27,10.0,-1,0,unknown,0
46,self-employed,married,secondary,no,548,no,no,cellular,12.0,aug,1181,4.0,-1,0,unknown,1
56,technician,married,tertiary,no,272,no,no,cellular,26.0,aug,103,2.0,-1,0,unknown,0
46,management,divorced,tertiary,no,6269,yes,no,telephone,18.0,nov,249,3.0,112,2,failure,0
29,entrepreneur,married,secondary,no,178,yes,no,cellular,5.0,may,231,4.0,-1,0,unknown,0
60,management,married,primary,no,252,yes,yes,cellular,13.0,apr,123,2.0,147,3,failure,0
33,housemaid,single,tertiary,no,23663,yes,no,cellular,16.0,apr,199,2.0,146,2,failure,0
27,entrepreneur,single,tertiary,no,81,no,no,cellular,5.0,feb,197,1.0,199,3,failure,0
50,self-employed,divorced,tertiary,no,59,yes,no,unknown,28.0,may,67,2.0,-1,0,unknown,0
45,services,married,secondary,no,1343,no,yes,cellular,8.0,jul,220,1.0,-1,0,unknown,0
58,retired,married,secondary,no,225,no,no,cellular,7.0,aug,122,6.0,-1,0,unknown,0
59,retired,married,primary,no,0,yes,no,unknown,26.0,may,104,7.0,-1,0,unknown,0
58,retired,divorced,primary,no,2538,yes,no,cellular,31.0,jul,307,6.0,-1,0,unknown,0
64,retired,married,primary,no,43,no,no,cellular,11.0,mar,117,1.0,91,1,success,0
47,technician,married,secondary,no,57,no,no,cellular,5.0,may,253,1.0,342,1,success,0
40,management,married,tertiary,no,-117,yes,no,cellular,17.0,jul,770,2.0,-1,0,unknown,0
36,technician,divorced,secondary,no,666,yes,yes,cellular,3.0,apr,190,1.0,133,1,other,0
28,management,single,tertiary,no,0,yes,no,cellular,16.0,jul,767,5.0,-1,0,unknown,1
38,technician,single,tertiary,no,25,yes,no,cellular,1.0,jun,232,2.0,-1,0,unknown,1
53,entrepreneur,married,primary,no,1034,yes,no,cellular,19.0,nov,854,2.0,170,3,other,0
46,blue-collar,single,secondary,no,324,yes,no,unknown,30.0,may,293,6.0,-1,0,unknown,0
54,technician,married,secondary,no,0,no,no,telephone,16.0,nov,986,1.0,94,8,failure,0
32,management,married,tertiary,no,0,no,no,cellular,19.0,nov,66,1.0,-1,0,unknown,0
55,management,married,primary,no,621,no,yes,cellular,2.0,feb,114,1.0,208,1,failure,0
55,retired,divorced,secondary,no,138,no,no,cellular,17.0,jul,205,1.0,-1,0,unknown,0
56,technician,married,secondary,no,4063,no,yes,telephone,28.0,jul,31,4.0,-1,0,unknown,0
40,blue-collar,married,secondary,no,11084,no,no,unknown,11.0,jun,113,1.0,-1,0,unknown,0
44,technician,married,secondary,no,310,yes,no,cellular,6.0,feb,200,1.0,253,1,failure,0
32,entrepreneur,married,unknown,no,73,yes,no,cellular,21.0,nov,158,1.0,135,1,failure,0
33,management,married,tertiary,no,1808,yes,no,unknown,4.0,jun,99,4.0,-1,0,unknown,0
41,unemployed,divorced,secondary,no,1281,no,no,cellular,31.0,jul,45,3.0,-1,0,unknown,0
37,technician,married,secondary,no,64,yes,no,cellular,12.0,may,239,4.0,278,2,other,0
58,management,single,tertiary,no,2,yes,no,telephone,11.0,may,168,3.0,-1,0,unknown,0
52,blue-collar,married,secondary,no,60,no,yes,cellular,26.0,aug,196,2.0,-1,0,unknown,0
49,services,single,secondary,no,133,no,no,unknown,11.0,jun,319,6.0,-1,0,unknown,0
44,housemaid,married,primary,no,3706,no,no,unknown,17.0,jun,209,3.0,-1,0,unknown,0
28,admin.,single,unknown,no,174,no,no,cellular,28.0,sep,184,1.0,-1,0,unknown,0
31,technician,married,secondary,no,251,no,yes,cellular,29.0,aug,156,2.0,-1,0,unknown,0
37,self-employed,married,secondary,no,4153,yes,no,cellular,31.0,jul,35,16.0,-1,0,unknown,0
30,technician,single,tertiary,no,985,yes,no,cellular,19.0,feb,88,2.0,-1,0,unknown,0
28,services,single,secondary,no,168,no,no,cellular,1.0,jun,347,3.0,140,2,success,1
46,services,married,secondary,no,1550,yes,no,cellular,16.0,apr,126,2.0,149,8,failure,0
47,management,married,tertiary,no,7708,yes,no,cellular,21.0,nov,157,5.0,-1,0,unknown,0
35,blue-collar,married,primary,no,-12,yes,no,unknown,12.0,may,212,5.0,-1,0,unknown,0
80,management,married,primary,no,6483,no,no,telephone,19.0,oct,123,1.0,-1,0,unknown,0
30,technician,single,tertiary,no,60,yes,yes,unknown,7.0,may,306,5.0,-1,0,unknown,0
55,technician,single,secondary,no,3339,yes,no,unknown,2.0,jun,63,1.0,-1,0,unknown,0
22,student,single,tertiary,no,1161,no,yes,cellular,16.0,jun,119,1.0,-1,0,unknown,0
33,blue-collar,single,primary,no,599,yes,no,unknown,21.0,may,29,1.0,-1,0,unknown,0
53,entrepreneur,married,unknown,no,28,no,no,cellular,31.0,jul,117,2.0,-1,0,unknown,0
49,management,married,tertiary,no,1430,no,no,cellular,18.0,nov,231,2.0,-1,0,unknown,0
51,retired,married,secondary,no,35,no,yes,cellular,8.0,jul,123,4.0,-1,0,unknown,0
41,self-employed,married,tertiary,no,6000,yes,no,cellular,18.0,nov,265,1.0,-1,0,unknown,0
34,technician,married,secondary,no,0,yes,no,cellular,15.0,jul,144,1.0,-1,0,unknown,0
36,blue-collar,single,secondary,no,340,no,yes,unknown,16.0,jun,559,3.0,-1,0,unknown,0
35,entrepreneur,married,tertiary,no,0,no,no,cellular,5.0,may,74,1.0,168,4,failure,0
29,services,married,secondary,no,3,yes,no,cellular,10.0,jul,183,1.0,-1,0,unknown,0
40,technician,single,tertiary,no,445,yes,no,cellular,24.0,jul,631,1.0,-1,0,unknown,0
32,management,divorced,tertiary,no,874,no,no,cellular,12.0,aug,1282,6.0,-1,0,unknown,1
48,blue-collar,married,secondary,no,705,no,no,unknown,13.0,may,108,2.0,-1,0,unknown,0
59,retired,married,unknown,no,1033,no,no,unknown,11.0,jun,1199,1.0,-1,0,unknown,1
35,self-employed,divorced,tertiary,no,1354,yes,no,unknown,23.0,may,736,2.0,-1,0,unknown,1
33,technician,single,tertiary,no,123,no,no,cellular,19.0,aug,264,1.0,-1,0,unknown,0
55,retired,married,primary,no,8894,no,no,unknown,11.0,jun,262,1.0,-1,0,unknown,0
41,blue-collar,married,secondary,no,429,yes,no,unknown,13.0,may,244,1.0,-1,0,unknown,0
42,housemaid,married,primary,no,14752,no,no,unknown,19.0,may,107,2.0,-1,0,unknown,0
46,blue-collar,married,primary,no,67,no,no,unknown,24.0,jun,9,1.0,-1,0,unknown,0
35,housemaid,divorced,secondary,no,39,no,no,cellular,31.0,jul,149,2.0,-1,0,unknown,0
28,technician,single,tertiary,no,102,no,no,cellular,28.0,jan,321,2.0,-1,0,unknown,0
25,student,single,secondary,no,1790,no,no,cellular,17.0,apr,224,1.0,322,3,failure,0
56,management,single,tertiary,no,15311,no,no,cellular,29.0,apr,157,6.0,-1,0,unknown,0
30,admin.,single,secondary,no,-635,no,no,cellular,25.0,jul,250,1.0,-1,0,unknown,0
45,blue-collar,married,secondary,no,115,no,no,cellular,11.0,aug,209,4.0,-1,0,unknown,0
40,management,married,tertiary,no,10786,no,no,unknown,20.0,jun,111,3.0,-1,0,unknown,0
40,blue-collar,married,secondary,no,498,yes,no,cellular,8.0,may,55,2.0,298,4,failure,0
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9.0,jul,290,13.0,-1,0,unknown,0
48,entrepreneur,married,tertiary,no,810,no,no,unknown,6.0,jun,383,1.0,-1,0,unknown,0
31,technician,single,tertiary,no,-162,yes,no,cellular,18.0,may,380,1.0,-1,0,unknown,0
32,management,married,tertiary,no,55,no,no,cellular,2.0,feb,124,3.0,-1,0,unknown,0
34,services,married,secondary,no,586,yes,yes,unknown,8.0,may,224,2.0,-1,0,unknown,0
26,technician,single,secondary,no,455,no,no,cellular,29.0,jan,240,1.0,182,8,other,0
31,management,married,tertiary,no,1010,yes,no,cellular,15.0,may,385,3.0,364,9,other,0
37,management,single,tertiary,no,509,yes,no,cellular,6.0,may,133,1.0,-1,0,unknown,0
29,student,single,unknown,no,2929,no,no,cellular,11.0,aug,91,1.0,-1,0,unknown,0
57,technician,married,secondary,no,3071,yes,yes,cellular,7.0,may,63,3.0,-1,0,unknown,0
47,management,single,tertiary,no,153,yes,no,cellular,18.0,nov,192,2.0,-1,0,unknown,0
38,self-employed,single,secondary,no,1146,yes,no,unknown,21.0,may,91,2.0,-1,0,unknown,0
48,blue-collar,married,primary,no,1092,no,yes,cellular,18.0,nov,79,1.0,172,8,failure,0
50,management,married,tertiary,no,3463,no,yes,cellular,28.0,oct,96,1.0,-1,0,unknown,1
33,admin.,married,secondary,no,1158,yes,no,cellular,20.0,apr,25,2.0,-1,0,unknown,0
28,admin.,single,secondary,no,26,yes,no,cellular,7.0,may,227,2.0,-1,0,unknown,0
30,services,single,secondary,no,566,no,no,cellular,5.0,feb,110,1.0,-1,0,unknown,0
52,technician,divorced,secondary,no,204,no,no,cellular,7.0,aug,134,2.0,-1,0,unknown,0
36,technician,married,secondary,no,480,no,no,cellular,20.0,oct,213,1.0,-1,0,unknown,1
36,technician,single,secondary,no,1855,yes,no,cellular,4.0,feb,75,1.0,273,1,failure,0
46,services,married,secondary,no,1034,no,no,cellular,8.0,aug,109,2.0,-1,0,unknown,0
57,management,married,tertiary,no,3250,no,no,cellular,20.0,aug,162,3.0,-1,0,unknown,0
28,management,single,secondary,no,1633,no,no,cellular,5.0,jun,275,1.0,-1,0,unknown,1
46,services,married,secondary,no,0,yes,no,cellular,22.0,jun,154,1.0,124,1,other,0
55,retired,married,primary,no,3334,no,no,cellular,14.0,aug,632,4.0,-1,0,unknown,1
33,management,married,tertiary,no,4020,yes,yes,cellular,15.0,apr,251,1.0,-1,0,unknown,0
53,management,married,secondary,no,66,no,yes,telephone,8.0,jul,141,1.0,-1,0,unknown,0
41,technician,single,secondary,no,-41,yes,yes,cellular,3.0,apr,154,1.0,-1,0,unknown,0
60,blue-collar,married,secondary,no,322,yes,no,cellular,7.0,may,63,1.0,-1,0,unknown,0
35,entrepreneur,married,primary,no,2643,no,yes,cellular,8.0,jul,259,1.0,-1,0,unknown,0
43,blue-collar,divorced,primary,no,49,yes,no,unknown,9.0,may,100,1.0,-1,0,unknown,0
57,admin.,divorced,primary,no,1,no,no,unknown,15.0,may,17,10.0,-1,0,unknown,0
46,admin.,married,secondary,no,3098,yes,no,telephone,21.0,nov,192,9.0,-1,0,unknown,0
31,blue-collar,married,primary,no,352,yes,no,unknown,19.0,may,97,9.0,-1,0,unknown,0
53,technician,married,secondary,no,65,no,no,cellular,25.0,aug,41,2.0,-1,0,unknown,0
35,blue-collar,married,secondary,no,1949,yes,no,unknown,2.0,jun,200,3.0,-1,0,unknown,0
32,admin.,single,secondary,no,739,yes,no,cellular,20.0,nov,91,3.0,-1,0,unknown,0
48,management,married,tertiary,no,1167,yes,yes,cellular,1.0,jun,264,1.0,-1,0,unknown,1
50,admin.,married,secondary,no,231,yes,no,cellular,21.0,nov,397,2.0,-1,0,unknown,0
40,blue-collar,married,primary,no,1136,yes,no,unknown,21.0,may,86,1.0,-1,0,unknown,0
42,entrepreneur,married,tertiary,no,233,no,no,cellular,5.0,feb,446,1.0,-1,0,unknown,0
59,admin.,married,secondary,no,817,no,no,cellular,9.0,apr,304,1.0,-1,0,unknown,0
27,blue-collar,single,primary,no,1128,yes,no,unknown,30.0,jun,88,4.0,-1,0,unknown,0
32,management,single,tertiary,no,1831,yes,no,cellular,20.0,apr,86,2.0,-1,0,unknown,0
35,technician,single,secondary,no,450,yes,no,cellular,13.0,may,63,1.0,-1,0,unknown,0
28,services,married,secondary,no,0,yes,no,cellular,5.0,may,335,2.0,281,8,failure,0
37,management,divorced,secondary,no,414,no,no,cellular,29.0,jan,293,2.0,162,4,failure,0
57,management,married,primary,no,1052,yes,no,unknown,13.0,may,227,4.0,-1,0,unknown,0
42,admin.,single,secondary,no,1022,yes,no,unknown,5.0,may,146,2.0,-1,0,unknown,0
55,admin.,married,primary,no,343,yes,no,cellular,14.0,jul,276,3.0,-1,0,unknown,0
52,management,married,tertiary,no,1944,yes,no,cellular,15.0,apr,238,3.0,323,2,failure,0
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31.0,jul,14,6.0,-1,0,unknown,0
52,technician,married,secondary,no,1781,yes,no,unknown,19.0,may,144,2.0,-1,0,unknown,0
26,management,single,tertiary,no,350,no,no,cellular,8.0,jul,367,1.0,-1,0,unknown,0
33,unemployed,married,secondary,no,2,yes,no,cellular,16.0,jul,132,1.0,-1,0,unknown,0
24,blue-collar,single,primary,no,111,yes,yes,unknown,27.0,may,42,4.0,-1,0,unknown,0
37,management,divorced,tertiary,no,168,yes,no,unknown,5.0,jun,227,1.0,-1,0,unknown,0
28,technician,single,secondary,no,3,no,no,telephone,18.0,may,40,8.0,349,6,failure,0
30,technician,single,secondary,no,102,yes,no,unknown,7.0,may,614,2.0,-1,0,unknown,0
33,blue-collar,married,primary,no,0,yes,no,unknown,15.0,may,270,1.0,-1,0,unknown,0
55,unknown,married,primary,no,159,no,no,unknown,4.0,sep,15,1.0,-1,0,unknown,0
33,blue-collar,married,secondary,no,1134,yes,no,unknown,23.0,may,304,2.0,-1,0,unknown,0
42,blue-collar,married,secondary,no,352,yes,no,cellular,11.0,may,79,3.0,-1,0,unknown,0
37,management,married,tertiary,no,865,yes,no,cellular,3.0,jun,101,1.0,-1,0,unknown,0
59,blue-collar,married,primary,no,179,yes,no,unknown,5.0,may,55,3.0,-1,0,unknown,0
27,blue-collar,single,secondary,no,5,yes,no,unknown,19.0,may,205,3.0,-1,0,unknown,0
23,student,married,tertiary,yes,-230,yes,no,cellular,18.0,may,259,2.0,-1,0,unknown,0
51,management,divorced,tertiary,no,0,no,no,cellular,13.0,aug,60,2.0,-1,0,unknown,0
50,blue-collar,married,primary,no,3924,yes,no,cellular,20.0,apr,122,2.0,-1,0,unknown,0
43,technician,married,secondary,no,764,yes,no,cellular,14.0,jul,557,5.0,-1,0,unknown,0
37,blue-collar,divorced,primary,no,511,yes,no,telephone,11.0,may,42,1.0,-1,0,unknown,0
34,management,single,tertiary,no,4348,yes,no,cellular,28.0,aug,373,8.0,-1,0,unknown,0
41,management,married,tertiary,no,3016,yes,no,cellular,14.0,jul,80,3.0,-1,0,unknown,0
26,student,single,secondary,no,279,no,no,cellular,7.0,may,239,3.0,-1,0,unknown,0
49,management,divorced,tertiary,no,1405,no,no,unknown,8.0,jun,29,1.0,-1,0,unknown,0
29,blue-collar,single,secondary,no,908,yes,no,unknown,20.0,jun,1663,1.0,-1,0,unknown,1
30,management,single,tertiary,no,162,yes,no,unknown,20.0,may,186,4.0,-1,0,unknown,0
38,services,divorced,secondary,no,792,no,no,unknown,6.0,jun,430,1.0,-1,0,unknown,0
58,management,married,secondary,no,111,no,no,telephone,24.0,mar,58,2.0,-1,0,unknown,0
34,student,single,unknown,no,1281,no,no,cellular,25.0,aug,279,1.0,117,1,failure,0
53,services,divorced,unknown,no,1012,yes,no,cellular,28.0,jul,332,2.0,-1,0,unknown,0
50,management,married,tertiary,no,2881,no,no,cellular,5.0,aug,510,2.0,2,5,other,0
30,blue-collar,single,secondary,no,445,yes,no,cellular,16.0,apr,218,1.0,330,2,failure,0
40,management,married,secondary,no,643,yes,no,cellular,17.0,apr,74,2.0,256,1,failure,0
57,housemaid,single,secondary,no,254,no,no,cellular,8.0,oct,676,1.0,-1,0,unknown,0
40,management,married,tertiary,no,-1212,yes,no,cellular,15.0,may,1259,2.0,333,18,failure,0
41,technician,married,secondary,no,2125,yes,yes,cellular,21.0,nov,285,3.0,116,4,failure,0
53,technician,divorced,unknown,no,629,yes,no,cellular,8.0,may,298,1.0,-1,0,unknown,0
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,30.0,jul,225,4.0,-1,0,unknown,0
32,technician,single,secondary,no,271,yes,no,cellular,13.0,may,80,2.0,268,2,other,0
34,management,married,tertiary,no,703,yes,no,cellular,14.0,apr,342,1.0,-1,0,unknown,1
46,blue-collar,married,secondary,no,-216,yes,no,cellular,28.0,jul,404,3.0,-1,0,unknown,0
45,services,divorced,secondary,no,88,no,yes,cellular,7.0,jul,332,1.0,-1,0,unknown,0
51,admin.,single,tertiary,no,16,yes,no,cellular,30.0,jan,158,1.0,-1,0,unknown,0
31,management,married,secondary,no,466,yes,no,cellular,14.0,may,164,1.0,-1,0,unknown,0
47,technician,married,secondary,no,-75,yes,no,cellular,4.0,feb,57,1.0,247,1,other,0
32,blue-collar,married,secondary,no,456,no,no,cellular,12.0,may,121,1.0,-1,0,unknown,0
41,technician,married,secondary,no,77,yes,no,cellular,7.0,may,56,1.0,-1,0,unknown,0
37,services,single,secondary,no,-244,no,no,unknown,3.0,jul,178,1.0,-1,0,unknown,0
27,blue-collar,single,primary,no,1209,no,no,cellular,29.0,jan,283,1.0,-1,0,unknown,0
27,services,married,secondary,no,58,yes,no,cellular,7.0,may,113,1.0,337,2,other,0
50,management,married,secondary,yes,421,no,no,cellular,20.0,nov,22,5.0,-1,0,unknown,0
31,management,single,tertiary,no,112,yes,no,cellular,2.0,feb,159,2.0,271,1,failure,0
40,self-employed,married,tertiary,no,13669,no,no,cellular,15.0,oct,138,1.0,136,8,other,0
43,management,married,tertiary,no,1429,yes,no,cellular,19.0,nov,1015,1.0,198,2,other,1
39,technician,married,tertiary,no,794,no,no,telephone,2.0,feb,182,1.0,-1,0,unknown,0
31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4.0,feb,112,3.0,-1,0,unknown,0
48,technician,married,secondary,no,454,yes,no,cellular,10.0,jul,114,1.0,-1,0,unknown,0
32,blue-collar,single,primary,no,882,no,yes,cellular,29.0,jul,80,8.0,-1,0,unknown,0
47,unemployed,married,primary,no,168,yes,no,telephone,30.0,jan,66,1.0,241,1,other,0
35,management,single,tertiary,no,714,yes,no,cellular,26.0,aug,135,22.0,-1,0,unknown,0
42,management,single,tertiary,no,0,no,no,cellular,7.0,sep,99,1.0,-1,0,unknown,0
47,blue-collar,married,secondary,no,1996,no,no,unknown,5.0,jun,761,2.0,-1,0,unknown,1
59,retired,married,secondary,no,163,no,no,cellular,24.0,jul,464,1.0,-1,0,unknown,0
38,admin.,married,secondary,no,3190,yes,no,unknown,20.0,jun,20,2.0,-1,0,unknown,0
50,unemployed,married,secondary,no,1772,no,no,cellular,29.0,jul,206,4.0,-1,0,unknown,0
27,services,single,secondary,no,-151,no,no,cellular,8.0,jul,283,2.0,-1,0,unknown,0
55,housemaid,married,primary,no,16,no,no,unknown,20.0,jun,64,1.0,-1,0,unknown,0
39,services,single,secondary,no,7066,yes,no,cellular,15.0,may,667,3.0,357,3,other,1
31,technician,single,tertiary,no,454,no,no,cellular,4.0,feb,73,3.0,-1,0,unknown,0
37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20.0,may,156,2.0,-1,0,unknown,0
28,technician,single,secondary,yes,-298,yes,no,unknown,3.0,jun,559,7.0,-1,0,unknown,0
42,technician,married,secondary,no,439,no,no,cellular,20.0,aug,143,2.0,-1,0,unknown,0
40,services,divorced,secondary,no,1927,yes,no,unknown,15.0,may,62,1.0,-1,0,unknown,0
59,management,single,secondary,no,671,yes,yes,cellular,29.0,jan,219,2.0,259,5,failure,0
40,services,single,secondary,no,65,yes,no,cellular,15.0,may,15,3.0,-1,0,unknown,0
43,technician,married,secondary,no,-932,yes,no,cellular,16.0,apr,567,1.0,-1,0,unknown,0
38,technician,single,secondary,no,4366,yes,no,cellular,29.0,jul,188,2.0,-1,0,unknown,0
54,retired,married,primary,no,0,yes,no,cellular,11.0,jul,159,2.0,-1,0,unknown,0
41,blue-collar,married,secondary,no,4900,yes,no,telephone,31.0,jul,121,2.0,-1,0,unknown,0
55,housemaid,divorced,primary,no,976,no,no,cellular,28.0,jun,345,1.0,94,3,other,1
33,management,married,tertiary,no,148,no,no,unknown,20.0,may,717,1.0,-1,0,unknown,0
46,blue-collar,married,secondary,no,5,no,no,cellular,18.0,aug,71,3.0,-1,0,unknown,0
36,management,married,secondary,no,-148,no,no,cellular,18.0,nov,144,2.0,-1,0,unknown,0
48,technician,divorced,tertiary,no,113,no,yes,cellular,22.0,jul,38,1.0,-1,0,unknown,0
42,management,married,secondary,no,-105,yes,no,cellular,28.0,aug,60,2.0,-1,0,unknown,0
46,management,divorced,tertiary,no,624,no,no,cellular,17.0,sep,336,2.0,183,2,success,1
49,technician,married,secondary,yes,-1680,yes,yes,unknown,27.0,jun,92,4.0,-1,0,unknown,0
36,blue-collar,married,secondary,no,-461,no,no,cellular,11.0,may,254,2.0,353,1,failure,0
34,technician,single,tertiary,no,144,yes,yes,cellular,14.0,oct,104,1.0,85,19,failure,0
51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20.0,apr,74,5.0,-1,0,unknown,0
58,blue-collar,married,primary,no,309,no,no,cellular,19.0,aug,156,2.0,-1,0,unknown,0
48,management,married,tertiary,no,866,no,no,cellular,29.0,jan,146,2.0,-1,0,unknown,0
41,admin.,single,secondary,no,1020,yes,no,unknown,19.0,may,882,1.0,-1,0,unknown,1
49,self-employed,married,primary,no,489,yes,no,unknown,27.0,may,84,4.0,-1,0,unknown,0
43,management,married,primary,no,8167,yes,no,unknown,19.0,may,114,2.0,-1,0,unknown,0
32,blue-collar,single,secondary,no,-255,no,yes,unknown,2.0,jul,957,3.0,-1,0,unknown,0
54,retired,married,secondary,no,3671,no,no,unknown,11.0,jun,67,3.0,-1,0,unknown,0
33,blue-collar,divorced,primary,no,636,yes,no,cellular,9.0,jul,211,11.0,-1,0,unknown,0
35,technician,married,secondary,no,141,yes,no,cellular,19.0,aug,299,2.0,-1,0,unknown,0
56,technician,married,secondary,no,150,yes,yes,cellular,11.0,may,102,6.0,349,1,failure,0
57,technician,married,secondary,no,839,no,yes,unknown,5.0,may,225,1.0,-1,0,unknown,0
31,housemaid,single,primary,no,26965,no,no,cellular,21.0,apr,654,2.0,-1,0,unknown,1
33,technician,single,secondary,no,716,yes,no,cellular,14.0,may,234,2.0,-1,0,unknown,0
29,technician,single,tertiary,no,2485,no,no,telephone,24.0,jul,48,6.0,-1,0,unknown,0
38,management,single,tertiary,no,15030,yes,no,cellular,13.0,may,167,1.0,174,7,other,0
37,admin.,married,secondary,no,11303,no,no,cellular,26.0,may,500,2.0,-1,0,unknown,0
33,entrepreneur,married,tertiary,no,595,no,no,cellular,7.0,aug,22,2.0,-1,0,unknown,0
30,management,single,tertiary,no,19358,no,no,cellular,19.0,nov,258,2.0,-1,0,unknown,0
31,self-employed,single,secondary,no,203,no,yes,cellular,19.0,nov,177,1.0,-1,0,unknown,0
28,technician,single,tertiary,no,183,yes,yes,unknown,28.0,may,62,2.0,-1,0,unknown,0
26,admin.,single,secondary,no,255,no,no,cellular,30.0,apr,457,1.0,80,1,success,1
31,technician,single,secondary,no,102,yes,no,telephone,17.0,apr,460,2.0,345,2,failure,0
50,housemaid,divorced,primary,no,94,yes,no,cellular,22.0,jul,184,4.0,-1,0,unknown,0
45,entrepreneur,married,primary,no,58,yes,no,telephone,13.0,may,119,3.0,371,3,failure,0
48,management,married,primary,no,606,no,no,cellular,5.0,mar,77,6.0,-1,0,unknown,0
41,technician,married,secondary,no,0,no,yes,cellular,23.0,jul,107,1.0,-1,0,unknown,0
60,technician,married,primary,no,65,yes,no,unknown,9.0,may,1028,2.0,-1,0,unknown,1
41,blue-collar,married,secondary,no,338,yes,no,unknown,14.0,may,87,1.0,-1,0,unknown,0
43,blue-collar,married,primary,no,757,yes,no,unknown,9.0,may,315,4.0,-1,0,unknown,0
